Stock quote and option quote for PLTR on 4/4/25 14:50:11

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
74.0099,D,-9.5901,73.99,Q,74.00,Q,2 x 2,"135,205,902",80.07,80.98,71.9303

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
"2,000",<empty>,389.5,<empty>,--,,125.41,20.33,"2,345,356,506",2.068

4 APR 25  (0)  100 (Weeklys)
,,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,,
,,109.05%,15.62%,84.38%,.94,<empty>,<empty>,39.20,J,42.30,Z,18 JUL 25,35,.69,E,1.12,E,99.42%,87.74%,12.26%,-.05,946,2.65%,,
,,108.98%,18.59%,81.41%,.93,9,<empty>,37.30,X,40.10,Z,18 JUL 25,37.5,.92,E,1.54,X,99.15%,85.01%,14.99%,-.06,8,3.39%,,
,,105.22%,20.29%,79.71%,.92,1,<empty>,35.15,X,37.85,X,18 JUL 25,40,1.43,M,1.61,B,97.01%,82.83%,17.17%,-.07,81,3.95%,,
,,101.59%,22.08%,77.92%,.91,6,<empty>,32.95,X,35.70,Q,18 JUL 25,42.5,1.49,E,2.29,E,95.54%,80.28%,19.72%,-.09,240,4.65%,,
,,90.31%,20.85%,79.15%,.90,13,<empty>,30.90,X,32.35,X,18 JUL 25,45,2.31,M,2.42,T,94.81%,77.33%,22.67%,-.10,536,5.55%,,
,,92.05%,24.90%,75.10%,.88,11,<empty>,29.15,E,30.55,X,18 JUL 25,47.5,2.78,E,2.94,E,93.50%,74.52%,25.48%,-.12,5,6.41%,,
,,90.21%,27.58%,72.42%,.86,19,<empty>,27.40,M,28.35,E,18 JUL 25,50,3.40,B,3.50,B,92.58%,71.48%,28.52%,-.14,204,7.41%,,
,,87.19%,33.41%,66.59%,.81,9,<empty>,23.55,X,24.75,X,18 JUL 25,55,4.70,S,4.95,X,90.68%,65.31%,34.69%,-.19,107,9.62%,,
,,88.71%,37.46%,62.54%,.79,12,<empty>,22.15,M,23.30,X,18 JUL 25,57.5,5.40,M,5.60,X,88.72%,62.54%,37.46%,-.21,40,10.58%,,
,,88.11%,40.71%,59.29%,.76,9,<empty>,21.00,M,21.30,E,18 JUL 25,60,6.30,Q,6.45,E,87.95%,59.34%,40.66%,-.24,"1,061",11.89%,,
,,86.93%,43.76%,56.24%,.73,13,<empty>,18.80,X,20.35,X,18 JUL 25,62.5,7.15,E,7.50,E,87.19%,56.17%,43.83%,-.27,52,13.28%,,
,,83.43%,46.21%,53.79%,.71,255,<empty>,17.25,X,18.25,X,18 JUL 25,65,8.05,E,8.40,E,85.53%,53.25%,46.75%,-.30,281,14.49%,,
,,84.73%,49.85%,50.15%,.68,593,<empty>,16.50,B,16.80,E,18 JUL 25,67.5,8.75,E,9.65,E,83.95%,50.31%,49.69%,-.33,81,15.78%,,
,,85.06%,53.10%,46.90%,.65,364,<empty>,15.25,N,15.75,E,18 JUL 25,70,10.40,M,11.15,E,86.01%,46.73%,53.27%,-.35,"2,519",18.19%,,
,,83.21%,55.89%,44.11%,.62,30,<empty>,14.00,M,14.20,E,18 JUL 25,72.5,11.65,B,11.80,B,83.30%,44.10%,55.90%,-.39,139,19.29%,,
,,82.08%,58.75%,41.25%,.59,569,<empty>,12.80,M,12.95,P,18 JUL 25,75,12.85,M,13.30,M,82.82%,41.17%,58.83%,-.42,"1,015",21.11%,,
,,81.90%,64.34%,35.66%,.53,389,<empty>,10.65,M,11.25,M,18 JUL 25,80,15.75,S,15.95,M,81.01%,35.69%,64.31%,-.48,494,24.71%,,
,,79.58%,69.42%,30.58%,.47,350,<empty>,8.85,M,9.05,M,18 JUL 25,85,18.85,B,19.10,M,79.76%,30.59%,69.41%,-.54,147,28.74%,,
,,78.09%,74.08%,25.92%,.41,438,<empty>,7.20,B,7.45,B,18 JUL 25,90,20.90,X,22.50,M,74.23%,25.52%,74.48%,-.61,52,31.77%,,
,,77.44%,78.17%,21.83%,.36,669,<empty>,5.90,M,6.20,M,18 JUL 25,95,25.60,X,26.50,M,78.00%,21.90%,78.10%,-.64,95,37.78%,,
,,76.11%,81.86%,18.14%,.31,683,<empty>,4.80,N,4.95,E,18 JUL 25,100,29.70,E,30.70,M,79.38%,18.68%,81.32%,-.68,58,43.27%,,
,,75.11%,85.04%,14.96%,.26,458,<empty>,3.85,E,4.00,B,18 JUL 25,105,33.75,E,34.60,E,78.41%,15.58%,84.42%,-.72,33,48.25%,,
,,74.68%,87.65%,12.35%,.22,355,<empty>,3.15,E,3.25,M,18 JUL 25,110,36.75,J,38.95,M,73.41%,12.08%,87.92%,-.78,16,52.46%,,
,,74.78%,89.75%,10.25%,.19,354,<empty>,2.53,E,2.78,M,18 JUL 25,115,41.65,J,43.45,M,76.53%,10.60%,89.40%,-.79,9,58.73%,,
,,74.54%,91.57%,8.43%,.16,"1,002",<empty>,2.11,N,2.23,E,18 JUL 25,120,46.90,E,48.05,M,81.68%,9.80%,90.20%,-.79,86,65.46%,,
,,74.51%,93.05%,6.95%,.14,298,<empty>,1.61,E,1.97,E,18 JUL 25,125,50.25,J,52.65,M,76.14%,7.26%,92.74%,-.83,41,69.95%,,
,,73.65%,94.43%,5.57%,.12,113,<empty>,1.28,E,1.54,M,18 JUL 25,130,54.70,X,58.00,N,80.94%,6.87%,93.13%,-.83,2,76.51%,,
,,73.79%,95.40%,4.60%,.10,31,<empty>,1.07,E,1.27,B,18 JUL 25,135,59.45,Q,62.75,S,83.91%,6.27%,93.73%,-.82,<empty>,82.68%,,
,,75.57%,95.94%,4.06%,.09,162,<empty>,.98,E,1.17,E,18 JUL 25,140,64.45,Z,67.55,N,0.00%,0.00%,100.00%,-1.00,<empty>,89.19%,,
,,75.34%,96.68%,3.32%,.08,13,<empty>,.79,P,.97,M,18 JUL 25,145,69.30,Q,72.60,Z,--,0.00%,100.00%,-1.00,<empty>,95.81%,,
,,75.73%,97.20%,2.80%,.07,93,<empty>,.70,Q,.80,M,18 JUL 25,150,74.25,Q,77.40,Z,--,0.00%,100.00%,-1.00,1,102.22%,,
,,75.86%,97.67%,2.33%,.06,2,<empty>,.47,E,.79,E,18 JUL 25,155,79.00,Q,82.30,Z,--,0.00%,100.00%,-1.00,<empty>,108.47%,,
,,77.67%,97.88%,2.12%,.05,241,<empty>,.48,E,.72,B,18 JUL 25,160,84.40,Q,87.10,Z,--,0.00%,100.00%,-1.00,<empty>,115.49%,,
,,81.43%,97.86%,2.14%,.06,21,<empty>,.44,B,.88,B,18 JUL 25,165,89.15,Q,92.00,Q,--,0.00%,100.00%,-1.00,<empty>,121.70%,,
,,81.73%,98.16%,1.84%,.05,7,<empty>,.29,E,.86,J,18 JUL 25,170,94.00,Q,96.95,Z,--,0.00%,100.00%,-1.00,<empty>,128.11%,,
,,83.68%,98.27%,1.73%,.05,3,<empty>,.30,U,.83,X,18 JUL 25,175,98.95,Z,102.50,Z,--,0.00%,100.00%,-1.00,<empty>,135.61%,,
,,88.92%,98.10%,1.90%,.05,10,<empty>,.14,E,1.25,J,18 JUL 25,180,104.35,Q,107.05,Q,--,0.00%,100.00%,-1.00,<empty>,142.26%,,
,,77.52%,99.14%,0.86%,.02,44,<empty>,.15,I,.35,B,18 JUL 25,185,109.10,Z,111.95,Z,--,0.00%,100.00%,-1.00,<empty>,148.41%,,

15 AUG 25  (133)  100
,,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,,
,,106.74%,19.33%,80.67%,.93,<empty>,<empty>,39.90,X,42.85,Z,15 AUG 25,35,1.35,E,1.57,E,100.37%,83.15%,16.85%,-.06,52,4.35%,,
,,100.47%,19.91%,80.09%,.93,17,<empty>,37.05,Z,41.00,X,15 AUG 25,37.5,1.55,E,1.86,X,96.96%,81.52%,18.48%,-.07,2,4.76%,,
,,103.63%,24.28%,75.72%,.91,28,<empty>,35.85,J,38.80,X,15 AUG 25,40,2.07,E,2.36,M,97.20%,78.33%,21.67%,-.09,251,5.86%,,
,,98.46%,25.34%,74.66%,.90,22,<empty>,34.50,J,35.65,X,15 AUG 25,42.5,2.22,E,2.78,X,93.54%,76.71%,23.29%,-.10,155,6.25%,,
,,91.94%,25.83%,74.17%,.89,38,<empty>,31.85,J,33.55,X,15 AUG 25,45,3.15,B,3.25,B,94.52%,73.09%,26.91%,-.12,227,7.66%,,
,,90.22%,28.36%,71.64%,.87,29,<empty>,30.10,J,31.40,X,15 AUG 25,47.5,3.70,B,3.85,B,93.21%,70.40%,29.60%,-.14,117,8.63%,,
,,97.62%,34.50%,65.50%,.84,34,<empty>,28.60,X,31.05,X,15 AUG 25,50,4.05,E,4.55,X,90.91%,68.09%,31.91%,-.15,311,9.41%,,
,,92.22%,38.80%,61.20%,.80,79,<empty>,25.70,J,26.45,X,15 AUG 25,55,5.80,E,6.30,E,91.03%,61.61%,38.39%,-.20,737,12.36%,,
,,88.19%,43.69%,56.31%,.76,11,<empty>,22.05,X,23.25,X,15 AUG 25,60,7.65,B,7.80,X,88.36%,56.25%,43.75%,-.25,"2,009",14.78%,,
,,85.46%,45.96%,54.04%,.73,8,<empty>,20.50,M,21.30,B,15 AUG 25,62.5,8.65,S,8.80,B,87.56%,53.44%,46.56%,-.27,202,16.23%,,
,,85.73%,49.06%,50.94%,.71,25,<empty>,19.30,X,20.00,X,15 AUG 25,65,9.35,E,10.25,E,86.83%,50.67%,49.33%,-.30,199,17.75%,,
,,86.15%,52.06%,47.94%,.68,<empty>,<empty>,18.35,M,18.65,X,15 AUG 25,67.5,9.95,E,11.10,X,83.51%,48.52%,51.48%,-.32,191,18.47%,,
,,85.81%,54.77%,45.23%,.65,59,<empty>,17.10,M,17.50,X,15 AUG 25,70,11.90,E,12.65,E,86.18%,45.16%,54.84%,-.35,312,21.26%,,
,,84.20%,57.20%,42.80%,.63,60,<empty>,15.65,M,16.25,X,15 AUG 25,72.5,13.20,M,13.55,U,84.46%,42.76%,57.24%,-.37,250,22.62%,,
,,84.76%,59.87%,40.13%,.60,133,<empty>,14.75,M,15.30,M,15 AUG 25,75,14.50,M,15.00,B,84.03%,40.22%,59.78%,-.40,123,24.48%,,
,,82.94%,62.17%,37.83%,.58,64,<empty>,13.65,B,13.85,B,15 AUG 25,77.5,15.80,M,16.30,N,82.83%,37.84%,62.16%,-.43,13,26.12%,,
,,84.07%,64.62%,35.38%,.55,287,<empty>,12.65,M,13.45,E,15 AUG 25,80,17.30,M,17.70,X,82.15%,35.49%,64.51%,-.45,235,28.00%,,
,,81.78%,66.78%,33.22%,.52,131,<empty>,11.60,X,12.00,X,15 AUG 25,82.5,18.75,E,19.25,M,81.44%,33.23%,66.77%,-.48,25,29.92%,,
,,81.02%,68.95%,31.05%,.50,202,<empty>,10.65,X,11.10,B,15 AUG 25,85,20.50,B,20.85,M,81.40%,31.05%,68.95%,-.51,138,32.14%,,
,,81.32%,72.94%,27.06%,.45,111,<empty>,9.20,M,9.80,M,15 AUG 25,90,23.85,A,24.30,B,80.75%,27.04%,72.96%,-.55,201,36.52%,,
,,79.26%,76.64%,23.36%,.40,177,<empty>,7.80,N,8.00,E,15 AUG 25,95,26.95,E,28.10,E,79.26%,23.36%,76.64%,-.60,39,40.79%,,
,,78.32%,79.92%,20.08%,.36,272,<empty>,6.60,M,6.75,B,15 AUG 25,100,31.15,E,31.80,X,79.74%,20.26%,79.74%,-.64,263,45.93%,,
,,77.81%,82.77%,17.23%,.32,169,<empty>,5.60,N,5.75,X,15 AUG 25,105,34.50,M,35.75,B,77.37%,17.16%,82.84%,-.69,101,50.27%,,
,,77.22%,85.28%,14.72%,.28,347,<empty>,4.75,M,4.85,P,15 AUG 25,110,37.60,J,40.30,M,75.02%,14.33%,85.67%,-.73,29,54.82%,,
,,77.20%,87.37%,12.63%,.25,344,<empty>,3.95,X,4.30,M,15 AUG 25,115,43.25,E,44.35,M,79.43%,13.02%,86.98%,-.74,1,61.52%,,
,,76.64%,89.27%,10.73%,.22,515,<empty>,3.40,B,3.55,M,15 AUG 25,120,47.55,E,49.30,E,81.91%,11.66%,88.34%,-.75,5,67.66%,,
,,76.34%,90.87%,9.13%,.19,421,<empty>,2.90,Z,3.00,B,15 AUG 25,125,52.10,E,53.10,M,80.32%,9.85%,90.15%,-.78,4,72.65%,,
,,74.64%,92.50%,7.50%,.16,103,<empty>,2.10,E,2.59,M,15 AUG 25,130,56.50,J,57.80,M,81.47%,8.71%,91.29%,-.79,10,78.45%,,
,,76.69%,93.25%,6.75%,.15,63,<empty>,2.08,E,2.35,M,15 AUG 25,135,61.40,J,62.90,M,86.73%,8.39%,91.61%,-.78,4,85.31%,,
,,78.15%,93.98%,6.02%,.14,134,<empty>,1.79,E,2.31,E,15 AUG 25,140,64.75,Z,68.10,X,84.95%,7.10%,92.90%,-.80,2,90.28%,,
,,77.49%,94.92%,5.08%,.12,10,<empty>,1.58,M,1.85,M,15 AUG 25,145,70.10,X,72.90,X,91.15%,7.10%,92.90%,-.78,<empty>,97.28%,,
,,77.64%,95.61%,4.39%,.11,34,<empty>,1.38,S,1.61,M,15 AUG 25,150,74.65,X,77.70,X,93.35%,6.59%,93.41%,-.78,<empty>,103.18%,,
,,74.73%,96.63%,3.37%,.08,51,<empty>,.77,J,1.40,E,15 AUG 25,155,79.55,Z,82.60,Z,97.90%,6.44%,93.56%,-.77,<empty>,109.67%,,
,,77.02%,96.83%,3.17%,.08,20,<empty>,1.00,E,1.16,E,15 AUG 25,160,84.30,Z,87.60,Z,--,0.00%,100.00%,-1.00,<empty>,116.07%,,
,,77.82%,97.18%,2.82%,.08,1,<empty>,.92,S,1.05,M,15 AUG 25,165,89.10,Q,92.45,Z,--,0.00%,100.00%,-1.00,<empty>,122.30%,,
,,77.54%,97.59%,2.41%,.07,15,<empty>,.68,J,1.00,M,15 AUG 25,170,94.40,Q,97.40,Z,--,0.00%,100.00%,-1.00,<empty>,129.42%,,
,,78.48%,97.83%,2.17%,.06,141,<empty>,.57,E,.99,E,15 AUG 25,175,99.35,Q,102.25,Z,--,0.00%,100.00%,-1.00,<empty>,135.85%,,
,,78.06%,98.16%,1.84%,.05,21,<empty>,.56,E,.76,M,15 AUG 25,180,104.05,Q,107.10,Z,--,0.00%,100.00%,-1.00,<empty>,141.85%,,
,,81.03%,98.15%,1.85%,.06,37,<empty>,.52,X,.91,B,15 AUG 25,185,109.30,Z,112.20,Z,--,0.00%,100.00%,-1.00,<empty>,149.16%,,

19 SEP 25  (168)  100
,,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,,
,,139.73%,10.90%,89.10%,.99,30,<empty>,58.45,X,61.20,Q,19 SEP 25,15,.08,E,.28,E,116.13%,95.14%,4.86%,-.01,166,1.21%,,
,,129.35%,11.58%,88.42%,.98,77,<empty>,55.90,X,58.10,Z,19 SEP 25,18,.13,M,.32,U,107.02%,94.67%,5.33%,-.01,<empty>,1.27%,,
,,121.53%,11.50%,88.50%,.98,<empty>,<empty>,53.75,J,56.40,Z,19 SEP 25,20,.31,E,.42,B,108.00%,92.62%,7.38%,-.01,32,1.86%,,
,,114.03%,12.49%,87.51%,.97,7,<empty>,50.95,X,53.60,J,19 SEP 25,23,.27,J,.73,J,103.17%,91.14%,8.86%,-.02,<empty>,2.22%,,
,,113.15%,14.52%,85.48%,.97,249,<empty>,49.20,X,51.90,J,19 SEP 25,25,.57,E,.83,E,103.37%,89.01%,10.99%,-.03,58,2.88%,,
,,107.51%,15.95%,84.05%,.96,52,<empty>,46.50,X,49.15,X,19 SEP 25,28,.79,E,1.09,E,100.13%,86.91%,13.09%,-.04,111,3.47%,,
,,106.05%,17.76%,82.24%,.95,12,<empty>,44.65,X,47.60,X,19 SEP 25,30,.91,E,1.25,X,97.11%,85.83%,14.17%,-.04,156,3.73%,,
,,102.84%,18.87%,81.13%,.94,29,<empty>,42.90,X,45.80,J,19 SEP 25,32,1.22,J,1.42,B,95.94%,84.01%,15.99%,-.05,38,4.30%,,
,,99.64%,21.17%,78.83%,.93,5,<empty>,40.50,J,43.10,X,19 SEP 25,35,1.56,E,1.82,B,93.52%,81.48%,18.52%,-.06,97,5.07%,,
,,94.84%,21.53%,78.47%,.92,18,<empty>,38.70,X,41.15,J,19 SEP 25,37,1.77,J,2.28,E,92.77%,79.39%,20.61%,-.07,18,5.79%,,
,,96.32%,25.89%,74.11%,.90,25,<empty>,36.35,X,39.25,X,19 SEP 25,40,2.18,E,2.67,X,89.58%,77.12%,22.88%,-.09,152,6.45%,,
,,90.94%,26.00%,74.00%,.90,14,<empty>,35.40,M,36.35,E,19 SEP 25,42,2.61,E,3.10,X,89.08%,74.85%,25.15%,-.10,23,7.29%,,
,,90.65%,29.62%,70.38%,.87,39,<empty>,33.35,S,34.10,S,19 SEP 25,45,3.30,M,3.80,P,88.07%,71.52%,28.48%,-.12,60,8.56%,,
,,88.44%,31.16%,68.84%,.86,60,<empty>,31.40,J,32.85,X,19 SEP 25,47,4.10,S,4.45,E,89.34%,68.45%,31.55%,-.14,216,10.01%,,
,,85.72%,33.75%,66.25%,.84,67,<empty>,29.10,M,30.55,E,19 SEP 25,50,4.90,S,5.15,E,87.42%,65.53%,34.47%,-.16,"1,175",11.17%,,
,,85.49%,39.84%,60.16%,.80,107,<empty>,26.45,S,26.95,S,19 SEP 25,55,6.40,B,7.50,E,87.96%,59.24%,40.76%,-.20,"2,928",14.46%,,
,,84.23%,42.38%,57.62%,.78,5,<empty>,24.30,X,25.85,X,19 SEP 25,57.5,7.20,E,7.90,B,85.04%,57.34%,42.66%,-.22,14,15.12%,,
,,85.81%,45.82%,54.18%,.75,70,<empty>,23.60,B,24.30,X,19 SEP 25,60,8.35,Q,9.05,X,85.43%,54.30%,45.70%,-.25,296,16.96%,,
,,83.80%,48.03%,51.97%,.73,31,<empty>,21.85,B,22.80,X,19 SEP 25,62.5,8.80,M,9.75,B,81.90%,52.54%,47.46%,-.27,51,17.43%,,
,,83.30%,50.65%,49.35%,.71,58,<empty>,20.75,B,21.25,X,19 SEP 25,65,10.35,B,10.85,B,82.59%,49.54%,50.46%,-.29,904,19.49%,,
,,83.58%,53.38%,46.62%,.69,677,<empty>,19.50,S,20.25,E,19 SEP 25,67.5,10.60,E,12.20,E,79.91%,47.48%,52.52%,-.32,39,20.32%,,
,,82.28%,55.66%,44.34%,.66,79,<empty>,18.25,M,18.80,E,19 SEP 25,70,12.60,E,13.35,E,81.25%,44.55%,55.45%,-.34,309,22.75%,,
,,80.98%,57.91%,42.09%,.64,45,<empty>,17.05,M,17.40,X,19 SEP 25,72.5,14.00,M,14.70,E,81.11%,42.07%,57.93%,-.37,80,24.68%,,
,,80.20%,60.20%,39.80%,.61,358,<empty>,15.90,M,16.25,X,19 SEP 25,75,15.40,M,15.85,E,80.15%,39.80%,60.20%,-.39,"1,261",26.32%,,
,,78.39%,62.32%,37.68%,.59,76,<empty>,14.35,M,15.20,X,19 SEP 25,77.5,16.95,M,17.40,M,80.33%,37.48%,62.52%,-.41,321,28.47%,,
,,79.12%,64.62%,35.38%,.56,343,<empty>,13.90,M,14.15,B,19 SEP 25,80,18.45,B,19.10,M,80.47%,35.28%,64.72%,-.44,262,30.67%,,
,,77.53%,68.69%,31.31%,.52,134,<empty>,11.90,X,12.25,B,19 SEP 25,85,21.45,B,22.20,M,79.21%,31.28%,68.72%,-.49,308,34.55%,,
,,77.10%,72.45%,27.55%,.47,750,<empty>,10.50,Z,10.60,N,19 SEP 25,90,23.70,E,25.60,E,75.83%,27.51%,72.49%,-.54,82,37.72%,,
,,76.04%,75.87%,24.13%,.43,"1,450",<empty>,9.00,B,9.15,X,19 SEP 25,95,28.35,B,29.15,M,78.07%,24.28%,75.72%,-.57,77,43.40%,,
,,75.29%,78.94%,21.06%,.38,432,<empty>,7.75,Q,7.90,E,19 SEP 25,100,32.05,B,33.10,M,78.13%,21.36%,78.64%,-.61,341,48.31%,,
,,74.70%,81.68%,18.32%,.35,118,<empty>,6.65,E,6.85,X,19 SEP 25,105,35.55,E,36.50,B,75.34%,18.41%,81.59%,-.66,23,52.23%,,
,,74.50%,84.04%,15.96%,.31,"1,408",<empty>,5.65,X,6.10,E,19 SEP 25,110,39.70,E,41.20,M,77.37%,16.39%,83.61%,-.68,55,58.16%,,
,,73.79%,86.21%,13.79%,.28,295,<empty>,4.95,X,5.10,X,19 SEP 25,115,43.70,X,44.85,N,75.21%,14.03%,85.97%,-.72,4,62.60%,,
,,73.35%,88.08%,11.92%,.25,861,<empty>,4.25,N,4.40,E,19 SEP 25,120,47.80,E,49.45,B,75.74%,12.35%,87.65%,-.74,230,68.13%,,
,,73.15%,89.67%,10.33%,.22,161,<empty>,3.65,E,3.85,X,19 SEP 25,125,52.20,X,53.60,B,75.27%,10.72%,89.28%,-.76,<empty>,73.37%,,
,,73.13%,91.02%,8.98%,.20,155,<empty>,3.15,E,3.40,X,19 SEP 25,130,57.15,E,58.40,M,79.00%,10.01%,89.99%,-.76,2,79.99%,,
,,72.60%,92.29%,7.71%,.18,38,<empty>,2.62,E,2.97,X,19 SEP 25,135,61.90,E,62.90,B,80.73%,9.11%,90.89%,-.77,7,85.95%,,
,,73.23%,93.19%,6.81%,.16,148,<empty>,2.41,E,2.63,E,19 SEP 25,140,66.60,E,68.05,E,84.82%,8.69%,91.31%,-.76,1,92.64%,,
,,72.13%,94.26%,5.74%,.14,4,<empty>,1.89,E,2.28,X,19 SEP 25,145,69.95,Q,73.15,M,83.04%,7.50%,92.50%,-.78,<empty>,97.41%,,
,,73.77%,94.75%,5.25%,.13,186,<empty>,1.89,D,2.10,M,19 SEP 25,150,74.75,Z,77.95,X,86.11%,7.13%,92.87%,-.77,<empty>,103.67%,,
,,72.44%,95.62%,4.38%,.11,<empty>,<empty>,1.39,E,1.86,J,19 SEP 25,155,79.55,Q,82.80,X,89.46%,6.84%,93.16%,-.77,<empty>,109.96%,,
,,73.67%,96.01%,3.99%,.11,84,<empty>,1.14,E,1.93,J,19 SEP 25,160,84.25,Q,87.65,X,--,0.00%,100.00%,-1.00,<empty>,116.07%,,
,,72.62%,96.65%,3.35%,.09,16,<empty>,1.11,E,1.42,M,19 SEP 25,165,89.35,X,92.65,Z,0.00%,0.00%,100.00%,-1.00,<empty>,122.97%,,
,,73.45%,96.98%,3.02%,.08,11,<empty>,.91,E,1.44,E,19 SEP 25,170,94.20,Q,97.55,Z,--,0.00%,100.00%,-1.00,<empty>,129.34%,,
,,74.53%,97.22%,2.78%,.08,3,<empty>,.94,E,1.29,E,19 SEP 25,175,99.20,Q,102.40,Z,--,0.00%,100.00%,-1.00,<empty>,135.85%,,
,,74.28%,97.59%,2.41%,.07,105,<empty>,.88,E,1.06,M,19 SEP 25,180,104.15,Z,107.40,Z,--,0.00%,100.00%,-1.00,<empty>,142.51%,,
,,74.76%,97.83%,2.17%,.07,148,<empty>,.85,Z,.93,M,19 SEP 25,185,109.20,Q,112.15,Z,--,0.00%,100.00%,-1.00,<empty>,148.91%,,

17 OCT 25  (196)  100
,,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Impl Vol,Prob.OTM,Prob.ITM,Delta,Volume,ROR,,
,,98.93%,17.96%,82.04%,.95,1,<empty>,44.70,J,47.80,J,17 OCT 25,30,1.03,E,1.28,X,91.72%,85.17%,14.83%,-.04,444,4.00%,,
,,93.72%,21.70%,78.30%,.93,<empty>,<empty>,40.70,J,43.30,J,17 OCT 25,35,1.60,E,1.90,E,87.78%,81.06%,18.94%,-.06,56,5.26%,,
,,91.91%,23.92%,76.08%,.92,1,<empty>,38.55,N,41.40,Q,17 OCT 25,37.5,2.15,E,2.55,E,89.02%,77.44%,22.56%,-.08,32,6.69%,,
,,90.25%,26.23%,73.77%,.90,4,<empty>,36.65,J,39.35,X,17 OCT 25,40,2.65,S,2.80,N,86.66%,75.48%,24.52%,-.09,116,7.31%,,
,,90.13%,29.24%,70.76%,.89,15,<empty>,34.95,J,37.50,X,17 OCT 25,42.5,2.94,E,3.40,X,84.74%,73.30%,26.70%,-.11,57,8.06%,,
,,83.63%,29.29%,70.71%,.88,36,<empty>,32.80,J,34.80,X,17 OCT 25,45,3.80,S,4.00,U,85.07%,70.03%,29.97%,-.13,96,9.49%,,
,,83.53%,32.35%,67.65%,.86,43,<empty>,31.35,X,32.85,X,17 OCT 25,47.5,4.35,M,4.65,B,83.66%,67.59%,32.41%,-.14,144,10.47%,,
,,85.88%,36.43%,63.57%,.84,10,<empty>,30.15,M,31.45,J,17 OCT 25,50,5.05,M,5.40,X,82.85%,64.89%,35.11%,-.16,12,11.67%,,
,,80.88%,40.31%,59.69%,.80,2,<empty>,26.40,M,27.75,B,17 OCT 25,55,6.75,M,7.00,Z,81.39%,59.48%,40.52%,-.20,80,14.29%,,
,,80.85%,43.23%,56.77%,.78,1,<empty>,25.05,M,26.25,X,17 OCT 25,57.5,7.65,M,8.00,B,80.89%,56.76%,43.24%,-.22,4,15.75%,,
,,82.76%,46.71%,53.29%,.75,140,<empty>,24.05,M,25.20,E,17 OCT 25,60,8.75,S,9.00,X,80.60%,54.02%,45.98%,-.25,111,17.36%,,
,,79.63%,48.44%,51.56%,.73,3,<empty>,22.20,X,23.40,X,17 OCT 25,62.5,9.75,S,10.35,X,80.66%,51.25%,48.75%,-.27,29,19.16%,,
,,78.56%,50.82%,49.18%,.71,15,<empty>,20.65,E,22.10,E,17 OCT 25,65,10.75,M,11.15,X,78.87%,49.10%,50.90%,-.29,47,20.26%,,
,,79.69%,53.71%,46.29%,.69,13,<empty>,20.10,E,20.75,M,17 OCT 25,67.5,11.90,M,12.35,X,78.29%,46.64%,53.36%,-.32,23,21.90%,,
,,77.67%,55.74%,44.26%,.66,974,<empty>,18.70,M,19.15,X,17 OCT 25,70,13.35,M,14.25,M,79.96%,43.77%,56.23%,-.34,80,24.56%,,
,,79.15%,58.43%,41.57%,.64,7,<empty>,17.55,M,18.80,M,17 OCT 25,72.5,14.00,M,14.95,M,76.30%,42.09%,57.91%,-.36,524,24.95%,,
,,77.51%,60.45%,39.55%,.62,124,<empty>,16.60,M,17.10,M,17 OCT 25,75,15.50,M,16.35,M,76.26%,39.74%,60.26%,-.39,362,26.96%,,
,,76.14%,62.49%,37.51%,.59,22,<empty>,15.45,M,15.80,S,17 OCT 25,77.5,17.35,M,17.85,M,77.03%,37.40%,62.60%,-.41,260,29.38%,,
,,75.97%,64.62%,35.38%,.57,291,<empty>,14.60,M,14.80,B,17 OCT 25,80,18.85,M,19.35,M,76.70%,35.32%,64.68%,-.43,221,31.36%,,
,,74.72%,68.54%,31.46%,.53,93,<empty>,12.60,M,13.00,X,17 OCT 25,85,21.90,M,22.40,M,75.57%,31.44%,68.56%,-.48,145,35.24%,,
,,75.28%,72.14%,27.86%,.49,494,<empty>,11.15,B,11.80,M,17 OCT 25,90,25.25,E,25.80,Z,75.10%,27.86%,72.14%,-.52,32,39.59%,,
,,74.48%,75.38%,24.62%,.44,124,<empty>,9.75,E,10.30,M,17 OCT 25,95,27.95,E,30.25,E,74.77%,24.64%,75.36%,-.56,20,44.16%,,
,,73.08%,78.38%,21.62%,.40,414,<empty>,8.50,B,8.70,S,17 OCT 25,100,32.20,E,33.05,B,73.44%,21.66%,78.34%,-.61,20,48.42%,,
